make,model,manufactured,type_of_vehicle,transmission,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,price,reg_year,almost new car,coe car,consignment car,direct owner sale,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
3,383,2020.0,7,0,110.0,2,1395.0,2.0,20290.0,40990,624.0,49399.0,43500.0,27883.0,31037.0,2,144800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,513,2022.0,7,0,100.0,2,1499.0,1.0,18980.0,112001,684.0,124727.0,38715.0,37122.0,43971.0,2,177500.0,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,235,2021.0,0,0,72.0,2,1317.0,1.0,12600.0,78899,578.0,66869.0,19000.0,16277.0,5000.0,2,103800.0,2022,0,0,0,0,0,0,1,0,1,0,0,1,0,0
33,360,2021.0,0,0,75.0,2,1499.0,1.0,17270.0,73801,684.0,70970.0,36850.0,27867.0,16014.0,2,146000.0,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2017.0,2,0,127.0,2,1498.0,4.0,19220.0,53300,684.0,30157.0,90000.0,27298.0,25218.0,2,66800.0,2017,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,212,2015.0,1,0,155.0,2,1991.0,2.0,20070.0,49602,1202.0,46497.0,99500.0,53339.0,68011.0,2,70800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,452,2011.0,5,0,135.0,2,1796.0,6.0,13130.0,60586,1266.0,44717.0,115000.0,54305.0,54305.0,2,96888.0,2012,0,1,0,1,0,0,1,0,0,0,0,0,0,0
37,356,2019.0,0,0,58.0,2,1198.0,1.0,12320.0,31759,508.0,20065.0,50500.0,13467.0,5000.0,2,65800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,131,2015.0,0,0,90.0,2,1595.0,3.0,15700.0,64700,740.0,14872.0,118000.0,25163.0,17229.0,2,23800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,207,2021.0,1,0,145.0,2,1991.0,1.0,25180.0,68310,1202.0,101697.0,9700.0,53595.0,68471.0,2,219800.0,2021,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,310,2015.0,2,0,86.0,2,1590.0,3.0,13320.0,57301,738.0,13810.0,110000.0,11951.0,11951.0,2,22800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,115,2015.0,2,0,90.0,2,1598.0,2.0,14640.0,66590,742.0,12952.0,99000.0,17804.0,12804.0,2,20800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,502,2017.0,7,0,112.0,3,1496.0,2.0,17210.0,53001,682.0,18799.0,68021.0,26059.0,5000.0,2,53800.0,2017,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5,516,2021.0,7,0,135.0,2,1998.0,2.0,28870.0,51900,1210.0,79806.0,50000.0,49273.0,60983.0,2,220000.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,142,2022.0,1,0,140.0,3,1496.0,1.0,22360.0,113299,682.0,125302.0,59000.0,38726.0,46217.0,2,208800.0,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
54,479,2022.0,7,0,85.0,2,999.0,1.0,14070.0,97000,392.0,94377.0,19000.0,22409.0,8373.0,2,132000.0,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0
31,167,2019.0,1,0,120.0,2,1332.0,1.0,21800.0,38602,586.0,51047.0,78000.0,35062.0,41087.0,2,134800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
43,269,2019.0,3,0,81.0,0,1461.0,2.0,13430.0,27000,1048.0,27221.0,86000.0,25368.0,17516.0,2,78800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,161,2017.0,2,0,95.0,2,1591.0,2.0,15340.0,51106,738.0,24991.0,132000.0,16308.0,16308.0,2,53800.0,2017,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,240,2018.0,7,0,110.0,2,1995.0,1.0,15650.0,36000,1208.0,24029.0,55920.0,13559.0,13559.0,2,70000.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
52,113,2020.0,3,0,134.0,2,2493.0,1.0,28400.0,41510,1792.0,79418.0,68500.0,55673.0,72212.0,2,208888.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,223,2008.0,3,0,125.0,2,2362.0,6.0,12950.0,31553,2457.0,13598.0,150000.0,31552.0,20615.0,2,55800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16,204,2016.0,3,0,129.0,2,2356.0,2.0,19370.0,51109,1630.0,35638.0,71355.0,33205.0,38487.0,2,66800.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
52,380,2018.0,3,0,100.0,3,1798.0,1.0,18180.0,43102,976.0,37389.0,57000.0,30006.0,24009.0,2,98800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,166,2020.0,6,0,96.0,2,1332.0,2.0,20230.0,37766,586.0,55160.0,50888.0,35908.0,42272.0,2,146800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,368,2016.0,1,0,132.0,2,1798.0,2.0,15100.0,56206,976.0,30381.0,73055.0,29724.0,28614.0,2,49800.0,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0
16,502,2022.0,7,0,87.0,2,1496.0,1.0,15700.0,87235,682.0,77290.0,43000.0,19062.0,5000.0,2,134888.0,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,279,2019.0,7,0,96.0,2,1496.0,1.0,14910.0,23568,682.0,27180.0,65000.0,22254.0,23156.0,2,81000.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,463,2017.0,0,0,92.0,2,1395.0,2.0,13860.0,32699,624.0,29780.0,114200.0,22344.0,23282.0,2,68800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,142,2015.0,1,0,115.0,2,1595.0,3.0,16760.0,62101,740.0,27547.0,108133.0,35294.0,36412.0,2,38500.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,173,2018.0,1,0,230.0,3,1991.0,1.0,31060.0,36961,1202.0,103026.0,56666.0,83756.0,122761.0,2,205000.0,2019,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5,18,2021.0,1,0,100.0,2,1499.0,2.0,17640.0,88000,684.0,97390.0,34000.0,35919.0,42287.0,2,152800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
30,275,2019.0,5,0,456.0,2,3994.0,3.0,101930.0,37989,3940.0,230959.0,27000.0,171342.0,280416.0,2,725000.0,2020,0,0,0,1,0,0,1,0,1,0,1,0,0,0
31,183,2010.0,5,0,150.0,2,1796.0,4.0,13540.0,33018,1364.0,15315.0,212000.0,61556.0,61556.0,2,62800.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,56,2019.0,1,0,135.0,2,1998.0,2.0,21880.0,41805,1210.0,72262.0,110103.0,52437.0,66387.0,2,150800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,403,2020.0,7,0,127.0,2,1987.0,1.0,19420.0,40989,1198.0,51503.0,71000.0,30048.0,34068.0,2,140000.0,2020,0,0,1,0,0,0,0,0,1,0,0,0,0,0
33,360,2018.0,0,0,75.0,2,1499.0,2.0,17700.0,32699,684.0,24409.0,49999.0,24006.0,15609.0,2,80800.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
52,152,2020.0,1,0,160.0,3,2487.0,1.0,19510.0,95801,1784.0,88212.0,36778.0,32593.0,22631.0,2,165800.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,95,2014.0,1,0,90.0,2,1395.0,3.0,12360.0,42275,686.0,41580.0,91586.0,28028.0,16240.0,2,60800.0,2014,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22,161,2018.0,2,0,93.0,2,1591.0,2.0,13420.0,26659,738.0,26050.0,149753.0,18569.0,18569.0,2,75000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,355,2023.0,3,0,103.0,3,1797.0,1.0,19550.0,102001,974.0,110447.0,11.0,33186.0,38461.0,2,212988.0,2024,1,0,0,0,1,0,1,0,1,0,0,0,0,0
37,390,2016.0,7,0,106.0,2,1997.0,3.0,13520.0,46970,1210.0,18258.0,67000.0,19906.0,19906.0,2,31000.0,2016,0,0,0,1,0,0,1,0,1,0,0,0,0,0
16,279,2022.0,7,0,87.0,2,1498.0,1.0,16590.0,57898,684.0,58988.0,23000.0,18966.0,18966.0,2,137800.0,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,269,2019.0,3,0,81.0,0,1461.0,2.0,18100.0,27000,1048.0,28387.0,119000.0,26500.0,19100.0,2,103800.0,2019,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16,164,2018.0,2,0,88.0,2,1497.0,1.0,14150.0,31997,684.0,25611.0,22311.0,17263.0,17263.0,2,68500.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,116,2015.0,1,0,135.0,2,1991.0,1.0,20290.0,50089,1202.0,43145.0,118000.0,51956.0,65521.0,2,61555.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,446,2021.0,6,0,95.0,2,1496.0,1.0,14230.0,47821,682.0,37434.0,31205.0,19064.0,5000.0,2,102800.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,16,2019.0,0,0,80.0,2,1499.0,1.0,15420.0,29159,684.0,37921.0,100922.0,29931.0,33904.0,2,92000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,278,2021.0,7,0,160.0,3,2487.0,1.0,20890.0,113034,1784.0,125231.0,5900.0,37718.0,29806.0,2,205000.0,2023,1,0,0,0,1,0,1,0,1,0,0,0,0,0
40,26,2015.0,7,0,84.0,0,1560.0,2.0,11790.0,61000,1144.0,13912.0,172000.0,20853.0,11195.0,2,20588.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,445,2018.0,3,0,162.0,2,1984.0,1.0,18250.0,39000,1194.0,42156.0,72000.0,35354.0,41496.0,2,91888.0,2018,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,99,2010.0,1,0,155.0,2,1984.0,5.0,13640.0,32914,1672.0,20461.0,113000.0,46434.0,46434.0,2,84800.0,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,0
34,365,2019.0,7,0,110.0,2,1998.0,1.0,17090.0,34000,1210.0,32188.0,56000.0,20090.0,20126.0,2,96000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,115,2014.0,2,0,90.0,2,1598.0,1.0,13040.0,39241,816.0,37800.0,98670.0,18544.0,13544.0,2,62800.0,2014,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5,17,2017.0,0,0,110.0,0,1995.0,1.0,17120.0,50000,1806.0,36168.0,63388.0,34778.0,30690.0,2,70888.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,116,2017.0,1,0,295.0,2,2996.0,3.0,33470.0,47501,2382.0,101043.0,61000.0,89515.0,133127.0,2,168800.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19,386,2016.0,1,0,155.0,2,1991.0,1.0,14910.0,54901,1202.0,34788.0,110000.0,31644.0,36302.0,2,54800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,187,2008.0,7,0,103.0,2,1799.0,4.0,15180.0,38712,1467.0,15294.0,153000.0,18682.0,18682.0,2,60000.0,2008,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,447,2019.0,3,0,73.0,3,1496.0,1.0,15440.0,38504,682.0,36223.0,40000.0,24639.0,16495.0,2,103888.0,2020,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9,147,2016.0,3,0,121.0,2,1598.0,1.0,11930.0,46502,742.0,21267.0,76733.0,26348.0,23888.0,2,32800.0,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22,154,2006.0,3,0,108.0,2,1998.0,1.0,11140.0,50168,1815.0,16576.0,161500.0,15736.0,17310.0,2,36800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,355,2021.0,3,0,100.0,3,1797.0,1.0,20810.0,95889,974.0,94370.0,30300.0,32921.0,23090.0,2,178800.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,95,2019.0,1,0,85.0,2,999.0,1.0,14750.0,33199,392.0,33372.0,108000.0,23358.0,24702.0,2,83800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,223,2009.0,3,0,125.0,2,2362.0,6.0,16010.0,34935,2293.0,21995.0,175000.0,34232.0,34232.0,2,100800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,56,2011.0,1,0,135.0,2,1997.0,3.0,14700.0,47316,1573.0,32149.0,189000.0,40362.0,40362.0,2,99900.0,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,279,2020.0,7,0,96.0,2,1496.0,1.0,14220.0,33520,682.0,38378.0,58000.0,22787.0,23902.0,2,98777.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,207,2016.0,1,0,135.0,2,1991.0,5.0,22520.0,39903,1202.0,55161.0,144000.0,50349.0,62629.0,2,112888.0,2018,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,363,2016.0,3,0,103.0,2,1362.0,1.0,12810.0,49501,604.0,18589.0,88000.0,16195.0,16195.0,2,33200.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,502,2016.0,7,0,96.0,2,1496.0,2.0,14930.0,50951,682.0,18848.0,103500.0,20090.0,10126.0,2,42500.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,6,2008.0,5,0,160.0,2,2996.0,1.0,15430.0,33377,3573.0,13799.0,51000.0,43503.0,43503.0,2,63800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
33,178,2008.0,5,0,128.0,2,1598.0,5.0,10760.0,34197,1113.0,14307.0,188888.0,36631.0,36631.0,2,45000.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,12,2017.0,3,0,111.0,2,1998.0,1.0,13870.0,50110,1210.0,26583.0,72000.0,17537.0,17537.0,2,50800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,516,2016.0,7,0,135.0,2,1997.0,2.0,24880.0,55201,1210.0,43492.0,110000.0,41920.0,50688.0,2,84300.0,2016,0,0,0,0,0,0,0,0,1,1,0,1,0,0
16,296,2020.0,0,0,73.0,2,1318.0,2.0,13610.0,35010,578.0,24968.0,51178.0,16331.0,6331.0,2,81800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,142,2016.0,1,0,115.0,2,1595.0,2.0,20970.0,56000,740.0,33732.0,97700.0,35890.0,37246.0,2,61250.0,2016,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,151,2014.0,5,0,412.0,2,3855.0,4.0,514250.0,74389,3724.0,203330.0,28500.0,236858.0,398345.0,2,488000.0,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,142,2008.0,1,0,115.0,2,1796.0,5.0,11160.0,31335,1461.0,14260.0,150000.0,37098.0,37098.0,2,50800.0,2009,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16,235,2018.0,0,0,73.0,2,1317.0,2.0,14930.0,36426,578.0,18293.0,64000.0,15161.0,5161.0,2,62800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,502,2021.0,7,0,87.0,2,1496.0,1.0,15100.0,72996,682.0,66546.0,8502.0,24189.0,10865.0,2,129998.0,2022,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37,390,2015.0,7,0,85.0,2,1197.0,2.0,11510.0,41003,508.0,13376.0,103223.0,18454.0,13454.0,2,23500.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,265,2020.0,0,0,92.0,2,1395.0,1.0,14910.0,37690,624.0,38947.0,73881.0,19974.0,19974.0,2,104800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,56,2019.0,1,0,135.0,2,1998.0,1.0,23230.0,40101,1210.0,69993.0,63000.0,51261.0,64270.0,2,158800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,474,2020.0,1,0,140.0,2,1984.0,1.0,16980.0,41101,1194.0,54244.0,37000.0,32130.0,36982.0,2,128000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,61,2017.0,1,0,185.0,2,1998.0,1.0,25520.0,49996,1210.0,58226.0,80000.0,50933.0,63680.0,2,117777.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2019.0,1,0,121.0,2,1998.0,2.0,15700.0,40301,1210.0,41771.0,46548.0,20974.0,21364.0,2,111000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,29,2013.0,1,0,100.0,2,1598.0,1.0,15340.0,48826,816.0,41763.0,133000.0,35246.0,31345.0,2,65600.0,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,433,2017.0,1,0,90.0,2,1498.0,3.0,13220.0,44002,684.0,31674.0,68000.0,25458.0,27642.0,2,55000.0,2017,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,46,2015.0,5,0,225.0,2,2979.0,3.0,37750.0,60001,2362.0,46966.0,101000.0,56221.0,73198.0,2,78800.0,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,456,2014.0,1,0,113.0,2,1999.0,2.0,15100.0,76612,1212.0,18641.0,142107.0,22989.0,24185.0,2,24998.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,31,2020.0,1,0,135.0,2,1998.0,1.0,19840.0,40690,1210.0,69682.0,53388.0,47796.0,58915.0,2,153800.0,2020,0,0,0,0,0,0,0,0,1,1,0,1,0,0
41,367,2011.0,5,0,300.0,2,3605.0,6.0,18130.0,60586,4332.0,43771.0,96000.0,110540.0,110540.0,2,131000.0,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5,4,2011.0,0,0,125.0,2,1598.0,4.0,11900.0,46896,965.0,32622.0,116288.0,31931.0,31931.0,2,82800.0,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,140,2017.0,7,0,90.0,3,1797.0,1.0,15940.0,53001,974.0,19245.0,105000.0,32006.0,6809.0,2,48988.0,2017,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,12,2019.0,1,0,121.0,2,1998.0,2.0,14820.0,48209,1210.0,39408.0,80000.0,22300.0,23220.0,2,82800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,15,2015.0,3,0,85.0,0,1496.0,2.0,16050.0,56989,1082.0,21736.0,123000.0,30440.0,24616.0,2,35388.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,447,2016.0,3,0,73.0,3,1496.0,1.0,20570.0,52301,682.0,14263.0,93300.0,25333.0,5000.0,2,46800.0,2016,0,0,0,0,1,0,0,0,1,1,0,0,0,0
16,359,2018.0,3,0,158.0,3,1993.0,2.0,22920.0,32000,1204.0,47934.0,86962.0,40180.0,48252.0,2,125800.0,2018,0,0,0,0,1,0,0,0,1,1,0,0,0,0
54,368,2016.0,1,0,132.0,2,1798.0,1.0,14470.0,49189,976.0,35539.0,116000.0,31412.0,30977.0,2,60800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,95,2018.0,0,0,110.0,2,1395.0,1.0,16200.0,32001,624.0,33102.0,110820.0,25607.0,27850.0,2,82800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,56,2008.0,1,0,115.0,2,1995.0,4.0,12370.0,37906,1812.0,14986.0,176180.0,49297.0,49297.0,2,48888.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,56,2019.0,1,0,135.0,2,1998.0,1.0,19910.0,36667,1210.0,63700.0,105275.0,52429.0,66373.0,2,126800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,390,2016.0,7,0,85.0,2,1197.0,3.0,13150.0,50101,508.0,21165.0,85000.0,18725.0,13725.0,2,40800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,142,2016.0,1,0,115.0,2,1595.0,1.0,19500.0,55001,740.0,30164.0,131888.0,35465.0,36651.0,2,53800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,253,2018.0,7,0,90.0,2,1595.0,1.0,18330.0,36810,740.0,34717.0,100500.0,28937.0,32512.0,2,83899.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,529,2022.0,7,0,82.0,3,1490.0,1.0,14970.0,103721,680.0,102269.0,15016.0,26006.0,13409.0,2,139800.0,2023,0,0,0,0,1,0,0,0,1,1,0,0,0,0
19,386,2019.0,1,0,155.0,2,1991.0,1.0,15950.0,30890,1202.0,43115.0,60000.0,30455.0,34637.0,2,105822.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,116,2021.0,5,0,310.0,2,1991.0,2.0,31090.0,108003,1202.0,151707.0,14126.0,63929.0,87073.0,2,305800.0,2023,0,0,0,0,0,0,1,0,1,1,1,0,0,0
41,332,2015.0,7,0,250.0,2,2997.0,1.0,45380.0,78001,2382.0,59601.0,117000.0,73872.0,104970.0,2,93888.0,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,167,2013.0,1,0,115.0,2,1595.0,4.0,12140.0,96569,814.0,77255.0,155000.0,29171.0,22840.0,2,110888.0,2013,0,1,0,1,0,0,0,0,0,0,0,0,0,0
52,377,2008.0,2,0,81.0,2,1496.0,1.0,10520.0,32339,1023.0,13157.0,172000.0,15243.0,15243.0,2,42800.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,97,2018.0,1,0,140.0,2,1984.0,1.0,19890.0,31302,1194.0,40606.0,80000.0,33436.0,38811.0,2,104800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,116,2017.0,1,0,90.0,2,1595.0,3.0,19890.0,51106,740.0,37832.0,103414.0,31964.0,31750.0,2,82800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,502,2017.0,7,0,112.0,3,1496.0,1.0,15810.0,37330,682.0,24507.0,76000.0,24019.0,15627.0,2,68588.0,2018,0,0,0,0,1,0,0,0,1,1,0,0,0,0
52,222,2016.0,3,0,112.0,2,1986.0,1.0,22100.0,56206,1196.0,36666.0,84388.0,31215.0,35701.0,2,77800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,493,2015.0,0,0,90.0,2,1498.0,2.0,12800.0,46651,684.0,18111.0,93000.0,22664.0,18730.0,2,30800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,388,2018.0,7,0,185.0,2,1984.0,2.0,29410.0,40001,1194.0,80587.0,60000.0,60174.0,80314.0,2,189800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,240,2016.0,7,0,110.0,2,1995.0,2.0,15250.0,48209,1208.0,22358.0,88000.0,15690.0,15690.0,2,48800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,240,2016.0,7,0,110.0,2,1995.0,2.0,12930.0,47000,1208.0,16850.0,117000.0,15349.0,15349.0,2,30800.0,2016,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9,147,2016.0,7,0,96.0,2,1199.0,2.0,11020.0,52301,508.0,15833.0,116000.0,18573.0,8573.0,2,26800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,95,2016.0,1,0,92.0,2,1395.0,3.0,14990.0,53000,624.0,19808.0,98600.0,22540.0,13556.0,2,39800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2007.0,3,0,101.0,2,1999.0,4.0,12660.0,50168,1818.0,17360.0,151000.0,17887.0,19676.0,2,43800.0,2007,0,1,0,0,0,0,1,0,0,1,0,0,0,0
37,390,2015.0,7,0,85.0,2,1197.0,2.0,12480.0,56989,508.0,15690.0,65000.0,18454.0,13454.0,2,24888.0,2015,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,116,2021.0,7,0,200.0,3,1991.0,1.0,28930.0,110524,1202.0,138204.0,25373.0,54231.0,69616.0,2,265800.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,45,2017.0,1,0,185.0,2,1998.0,1.0,20150.0,49000,1210.0,55036.0,93258.0,49745.0,61643.0,2,92388.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,447,2016.0,3,0,80.0,2,1496.0,3.0,15270.0,55200,682.0,15851.0,116000.0,18858.0,8858.0,2,34800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
50,288,2007.0,5,1,169.0,2,2457.0,3.0,20950.0,50168,2625.0,16494.0,105000.0,17161.0,18878.0,2,68888.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,517,2014.0,7,0,225.0,2,2979.0,3.0,25660.0,51000,2362.0,52914.0,108000.0,60895.0,81611.0,2,82000.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2019.0,1,0,121.0,2,1998.0,1.0,16670.0,37989,1210.0,37537.0,54819.0,22758.0,23862.0,2,103000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55,520,2018.0,7,0,140.0,2,1969.0,1.0,19420.0,32429,1176.0,31822.0,93000.0,24786.0,26701.0,2,91999.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20,523,2015.0,1,0,132.0,0,1999.0,5.0,15270.0,46970,1812.0,32058.0,116500.0,44146.0,43805.0,2,47800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,246,2011.0,5,0,412.0,2,5204.0,6.0,40570.0,60586,7584.0,44717.0,58000.0,194873.0,194873.0,2,299800.0,2011,0,1,0,0,0,1,1,0,0,0,1,0,0,0
31,92,2020.0,1,0,96.0,2,1332.0,1.0,19030.0,33000,586.0,47350.0,22500.0,31771.0,36480.0,2,133500.0,2020,0,0,1,0,0,0,1,0,1,0,0,0,0,0
29,25,2022.0,2,0,88.0,3,1496.0,1.0,14420.0,73801,682.0,61335.0,31202.0,17600.0,5000.0,2,115000.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
52,399,2020.0,7,0,72.0,2,996.0,2.0,16240.0,15699,70.0,15980.0,31000.0,18736.0,8736.0,1,101888.0,2020,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5,513,2016.0,7,0,100.0,2,1499.0,3.0,21120.0,49501,684.0,25353.0,109783.0,29946.0,28925.0,2,54800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,54,2016.0,1,0,88.0,0,1560.0,1.0,13490.0,45201,1144.0,22573.0,108000.0,27261.0,15166.0,2,47800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39,137,2020.0,2,0,70.0,2,1329.0,1.0,10770.0,32699,584.0,23575.0,41792.0,11622.0,5000.0,2,67800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,235,2020.0,0,0,72.0,2,1317.0,1.0,11630.0,28600,78.0,23237.0,27000.0,16405.0,5000.0,1,81800.0,2021,0,0,0,0,0,0,1,1,1,1,0,1,0,0
5,2,2017.0,0,0,85.0,0,1496.0,4.0,15750.0,38200,1082.0,22715.0,135000.0,26542.0,14159.0,2,62800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,116,2019.0,1,0,145.0,3,1497.0,1.0,21250.0,45012,684.0,76366.0,60000.0,51131.0,64036.0,2,165800.0,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0
