make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,make_encoded,model_encoded,manufactured_encoded,reg_date_encoded,type_of_vehicle_encoded,category_encoded
infiniti,Other,2017.0,2017,sports car,"parf car, premium ad car",0,1692.0,155.0,1991.0,2.0,20450.0,55000,1202.0,46292.0,99000.0,38231.0,45524.0,84888.0,28,17,1,1,4,1
honda,fit,2018.0,2018,hatchback,parf car,0,1030.0,73.0,1317.0,1.0,13160.0,38001,578.0,19327.0,83699.0,17390.0,7390.0,53999.0,2,56,0,0,6,0
volvo,v40,2017.0,2018,hatchback,parf car,0,1442.0,140.0,1969.0,1.0,15450.0,42661,1176.0,33597.0,100898.0,26078.0,28510.0,68822.0,16,33,1,0,6,0
bmw,x1,2019.0,2019,suv,"parf car, premium ad car",0,1430.0,103.0,1499.0,1.0,17970.0,34000,684.0,48876.0,73000.0,35726.0,42017.0,112800.0,8,88,7,8,0,1
bmw,Other,2015.0,2016,sports car,"parf car, premium ad car, sgcarmart warranty cars",0,1610.0,180.0,1997.0,2.0,24830.0,59889,1210.0,38528.0,120000.0,45011.0,55016.0,61800.0,8,17,10,12,4,8
mercedes-benz,s320l,2019.0,2019,luxury sedan,parf car,0,1940.0,200.0,2996.0,1.0,34320.0,39401,2382.0,116557.0,176926.0,92820.0,139076.0,236800.0,1,89,7,8,1,0
audi,a6,2011.0,2012,stationwagon,coe car,0,1630.0,132.0,1984.0,6.0,15870.0,45586,1552.0,29874.0,59281.0,48190.0,48190.0,104000.0,9,90,11,13,7,9
lexus,es,2019.0,2019,luxury sedan,parf car,0,1620.0,152.0,2487.0,2.0,23250.0,48010,1784.0,57302.0,101000.0,39999.0,47999.0,138800.0,4,52,7,8,1,0
toyota,vellfire,2020.0,2022,mpv,"coe car, hybrid cars",0,2260.0,145.0,2493.0,2.0,28760.0,95856,1792.0,76685.0,143731.0,38675.0,46145.0,238800.0,3,91,9,5,2,33
toyota,harrier,2015.0,2016,suv,"parf car, premium ad car",0,1610.0,111.0,1986.0,1.0,16550.0,47000,1196.0,22943.0,119822.0,29165.0,27831.0,40800.0,3,36,10,12,0,1
mercedes-benz,c160,2020.0,2020,luxury sedan,"parf car, premium ad car",0,1505.0,95.0,1497.0,2.0,19470.0,32699,684.0,49530.0,57000.0,34175.0,39845.0,136888.0,1,92,9,9,1,1
mini,cooper,2017.0,2017,sports car,"parf car, low mileage car",0,1240.0,141.0,1998.0,2.0,22780.0,54501,1210.0,33745.0,65000.0,30651.0,29912.0,81000.0,20,42,1,1,4,19
honda,stream,2008.0,2009,mpv,coe car,0,1370.0,103.0,1799.0,2.0,11480.0,37941,1467.0,19812.0,154000.0,26813.0,26813.0,59988.0,2,23,3,6,2,9
honda,vezel,2016.0,2016,suv,"parf car, sgcarmart warranty cars",0,1190.0,96.0,1496.0,3.0,15400.0,47020,682.0,18518.0,120000.0,22511.0,13516.0,40888.0,2,55,8,12,0,14
honda,fit,2019.0,2022,hatchback,parf car,0,1030.0,73.0,1317.0,1.0,13160.0,71556,578.0,59877.0,30144.0,15689.0,5000.0,105800.0,2,56,7,5,6,0
toyota,noah,2019.0,2019,mpv,"parf car, premium ad car, hybrid cars",0,1610.0,100.0,1797.0,2.0,23160.0,39889,974.0,40106.0,65488.0,33708.0,29192.0,128800.0,3,19,7,8,2,11
bmw,Other,2016.0,2016,luxury sedan,parf car,0,1680.0,190.0,1998.0,2.0,27810.0,58201,1210.0,71965.0,137000.0,70260.0,98468.0,110800.0,8,17,8,12,1,0
toyota,harrier,2018.0,2019,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1695.0,170.0,1998.0,1.0,18620.0,39401,1210.0,42834.0,78643.0,30806.0,35129.0,103800.0,3,36,0,8,0,8
bmw,m3,2010.0,2011,sports car,"coe car, low mileage car",0,1675.0,309.0,3999.0,6.0,21540.0,53932,5132.0,38004.0,103000.0,84556.0,84556.0,151800.0,8,83,6,7,4,12
mini,cooper,2016.0,2016,sports car,parf car,0,1390.0,141.0,1998.0,3.0,22540.0,49700,1210.0,29518.0,110936.0,31708.0,36392.0,61800.0,20,42,8,12,4,0
chevrolet,orlando,2017.0,2017,mpv,"parf car, premium ad car",0,1650.0,103.0,1362.0,1.0,13400.0,52751,604.0,27088.0,87000.0,15704.0,15704.0,50800.0,29,94,1,1,2,1
mercedes-benz,c180,2012.0,2013,luxury sedan,"coe car, direct owner sale",0,1485.0,115.0,1595.0,3.0,12040.0,56670,888.0,43706.0,99976.0,30160.0,25160.0,92888.0,1,8,12,17,1,35
toyota,noah,2018.0,2018,mpv,"parf car, hybrid cars, sgcarmart warranty cars",0,1610.0,100.0,1797.0,3.0,24730.0,32551,974.0,31662.0,159240.0,31497.0,26096.0,114800.0,3,19,0,0,2,36
mazda,2,2021.0,2022,suv,parf car,0,1576.0,121.0,1998.0,1.0,16830.0,77700,1210.0,74230.0,36000.0,21588.0,22224.0,135800.0,10,18,14,5,0,0
honda,vezel,2016.0,2017,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,2.0,16270.0,49430,682.0,20341.0,123208.0,21160.0,11624.0,49800.0,2,55,8,1,0,1
nissan,cabstar,2015.0,2015,truck,premium ad car,1,1800.0,19.0,2953.0,1.0,15180.0,50002,3495.0,5206.0,119615.0,25089.0,1255.0,15800.0,17,35,10,10,5,15
peugeot,5008,2023.0,2023,suv,"parf car, premium ad car, low mileage car",0,1430.0,96.0,1199.0,1.0,16700.0,97000,508.0,106882.0,10000.0,33602.0,39043.0,168800.0,23,95,17,11,0,6
bmw,630i,2008.0,2008,sports car,"coe car, premium ad car",0,1750.0,200.0,2996.0,3.0,13730.0,34991,3573.0,13968.0,67567.0,91730.0,91730.0,54800.0,8,96,3,3,4,3
toyota,previa,2015.0,2015,mpv,"parf car, premium ad car",0,1775.0,125.0,2362.0,1.0,20390.0,61103,1638.0,33099.0,135800.0,37090.0,43926.0,51800.0,3,97,10,10,2,1
nissan,qashqai,2016.0,2016,suv,"parf car, premium ad car",0,1379.0,106.0,1997.0,2.0,12680.0,56206,1210.0,25481.0,86900.0,19653.0,19653.0,40700.0,17,41,8,12,0,1
mercedes-benz,c180,2011.0,2011,luxury sedan,"coe car, premium ad car, low mileage car",0,1500.0,115.0,1597.0,2.0,12780.0,45272,965.0,31889.0,89000.0,31019.0,31019.0,90000.0,1,8,11,7,1,2
mitsubishi,canter,2015.0,2016,truck,premium ad car,1,1800.0,19.0,2998.0,2.0,13980.0,46001,2384.0,7171.0,146965.0,25418.0,1271.0,21800.0,6,10,10,12,5,15
bmw,x1,2018.0,2018,suv,"parf car, low mileage car",0,1430.0,103.0,1499.0,2.0,18970.0,30959,684.0,41636.0,48000.0,34049.0,39669.0,104800.0,8,88,0,0,0,19
mercedes-benz,c180,2012.0,2013,luxury sedan,"coe car, premium ad car",0,1505.0,115.0,1595.0,2.0,12560.0,85845,888.0,68676.0,125000.0,35059.0,30059.0,108800.0,1,8,12,17,1,3
toyota,yaris,2021.0,2021,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1190.0,82.0,1490.0,1.0,15610.0,45001,680.0,43944.0,49000.0,27868.0,16016.0,118800.0,3,98,14,16,0,36
mercedes-benz,e200,2016.0,2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1605.0,135.0,1991.0,2.0,25620.0,55501,1202.0,55605.0,57000.0,54933.0,70880.0,95800.0,1,11,8,12,1,6
honda,jazz,2018.0,2019,hatchback,"opc car, parf car, premium ad car, low mileage car",0,1052.0,73.0,1318.0,2.0,13100.0,16798,78.0,11730.0,50800.0,15594.0,5594.0,63777.0,2,82,0,8,6,38
toyota,corolla,2020.0,2020,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1315.0,96.0,1598.0,1.0,14960.0,33520,742.0,36493.0,60000.0,21787.0,22502.0,98800.0,3,99,9,9,3,8
porsche,cayenne,2011.0,2011,suv,"coe car, premium ad car",0,2105.0,220.0,3598.0,3.0,18760.0,47316,4319.0,32538.0,169407.0,78628.0,78628.0,128998.0,25,67,11,7,0,3
mazda,2,2018.0,2019,suv,"parf car, low mileage car",0,1290.0,115.0,1998.0,2.0,13910.0,36000,1210.0,36392.0,34887.0,21427.0,21998.0,87888.0,10,18,0,8,0,19
jaguar,xe,2016.0,2017,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1574.0,132.0,1999.0,3.0,15580.0,53001,1812.0,35748.0,142017.0,36762.0,33467.0,62800.0,19,100,8,1,1,8
honda,civic,2018.0,2018,mid-sized sedan,"parf car, premium ad car",0,1249.0,92.0,1597.0,1.0,14530.0,41400,742.0,27906.0,106000.0,19724.0,19724.0,62800.0,2,16,0,0,3,1
bmw,535i,2011.0,2011,luxury sedan,coe car,0,1775.0,225.0,2979.0,6.0,13340.0,38216,3071.0,23725.0,66529.0,60785.0,60785.0,82800.0,8,101,11,7,1,9
honda,accord,2007.0,2007,sports car,"coe car, direct owner sale",1,1390.0,162.0,1998.0,2.0,23290.0,52077,1815.0,13825.0,264000.0,32182.0,35401.0,61888.0,2,102,2,2,4,35
opel,insignia,2019.0,2019,luxury sedan,parf car,0,1492.0,100.0,1598.0,1.0,13950.0,32200,1182.0,35083.0,99000.0,26075.0,28505.0,79800.0,30,103,7,8,1,0
mercedes-benz,amg,2018.0,2019,luxury sedan,"parf car, hybrid cars",0,1505.0,145.0,1497.0,2.0,22160.0,39400,684.0,57112.0,60000.0,42178.0,51050.0,141800.0,1,29,0,8,1,20
volkswagen,golf,2010.0,2011,hatchback,coe car,0,1241.0,90.0,1390.0,2.0,18400.0,16570,868.0,4286.0,26056.0,22211.0,22211.0,23800.0,11,20,6,7,6,9
bmw,Other,2017.0,2017,hatchback,"parf car, premium ad car, low mileage car",0,1475.0,250.0,2998.0,2.0,34230.0,55000,2384.0,41471.0,40000.0,36482.0,43075.0,118800.0,8,17,1,1,6,6
mercedes-benz,maybach,2022.0,2022,suv,"parf car, low mileage car, hybrid cars",0,2710.0,426.0,3982.0,1.0,81000.0,98389,3922.0,391918.0,11500.0,216196.0,415632.0,868000.0,1,104,5,5,0,31
land rover,range,2017.0,2017,suv,parf car,0,1720.0,177.0,1999.0,2.0,22610.0,50110,1212.0,61994.0,102400.0,59076.0,78337.0,106800.0,0,0,1,1,0,0
bmw,x4,2018.0,2018,suv,"parf car, premium ad car",0,1720.0,135.0,1998.0,2.0,26120.0,32302,1210.0,52956.0,110000.0,45356.0,55499.0,141800.0,8,49,0,0,0,1
citroen,e-berlingo,2023.0,2024,van,"almost new car, premium ad car, electric cars",0,1760.0,12.0,1840.0,1.0,10410.0,27729,1026.0,22183.0,104222.0,39804.0,1991.0,103800.0,24,105,17,18,9,40
audi,q3,2020.0,2020,suv,"parf car, premium ad car",0,1545.0,110.0,1395.0,2.0,20290.0,40990,624.0,49399.0,43500.0,27883.0,31037.0,144800.0,9,13,9,9,0,1
mitsubishi,lancer,2008.0,2008,mid-sized sedan,"coe car, premium ad car",1,1162.0,79.0,1584.0,6.0,14920.0,38192,1101.0,14283.0,148903.0,11444.0,11444.0,55800.0,6,71,3,3,3,3
bmw,x1,2022.0,2022,suv,"parf car, premium ad car",0,1435.0,100.0,1499.0,1.0,18980.0,112001,684.0,124727.0,38715.0,37122.0,43971.0,177500.0,8,88,5,5,0,1
honda,fit,2021.0,2022,hatchback,"parf car, low mileage car, sgcarmart warranty cars",0,1070.0,72.0,1317.0,1.0,12600.0,78899,578.0,66869.0,19000.0,16277.0,5000.0,103800.0,2,56,14,5,6,26
mini,one,2021.0,2022,hatchback,"parf car, premium ad car",0,1180.0,75.0,1499.0,1.0,17270.0,73801,684.0,70970.0,36850.0,27867.0,16014.0,146000.0,20,106,14,5,6,1
honda,civic,2017.0,2017,mid-sized sedan,"parf car, consignment car",0,1324.0,127.0,1498.0,4.0,19220.0,53300,684.0,30157.0,90000.0,27298.0,25218.0,66800.0,2,16,1,1,3,41
toyota,hiace,2020.0,2020,van,-,0,1680.0,0.0,2982.0,1.0,12560.0,26644,3003.21150962459,16286.0,89317.0,29352.0,1468.0,76800.0,3,43,9,9,9,7
mercedes-benz,e250,2015.0,2016,luxury sedan,"parf car, premium ad car",0,1680.0,155.0,1991.0,2.0,20070.0,49602,1202.0,46497.0,99500.0,53339.0,68011.0,70800.0,1,107,10,12,1,1
nissan,nv200,2015.0,2015,van,-,1,1260.0,12.0,1461.0,4.0,12540.0,35044,1048.0,5252.0,147100.0,19981.0,1000.0,18800.0,17,108,10,10,9,7
mercedes-benz,slk200,2011.0,2012,sports car,"coe car, direct owner sale, low mileage car",0,1470.0,135.0,1796.0,6.0,13130.0,60586,1266.0,44717.0,115000.0,54305.0,54305.0,96888.0,1,109,11,13,4,27
nissan,note,2019.0,2019,hatchback,"parf car, premium ad car",0,1048.0,58.0,1198.0,1.0,12320.0,31759,508.0,20065.0,50500.0,13467.0,5000.0,65800.0,17,50,7,8,6,1
mercedes-benz,b180,2015.0,2015,hatchback,parf car,0,1425.0,90.0,1595.0,3.0,15700.0,64700,740.0,14872.0,118000.0,25163.0,17229.0,23800.0,1,110,10,10,6,0
toyota,altis,2010.0,2010,mid-sized sedan,coe car,0,1195.0,80.0,1598.0,4.0,10540.0,32875,1039.0,19590.0,112748.0,16716.0,16716.0,62800.0,3,3,6,19,3,9
mercedes-benz,e200,2021.0,2021,luxury sedan,"parf car, low mileage car",0,1685.0,145.0,1991.0,1.0,25180.0,68310,1202.0,101697.0,9700.0,53595.0,68471.0,219800.0,1,11,14,16,1,19
mitsubishi,lancer,2015.0,2015,mid-sized sedan,parf car,0,1289.0,86.0,1590.0,3.0,13320.0,57301,738.0,13810.0,110000.0,11951.0,11951.0,22800.0,6,71,10,10,3,0
toyota,altis,2015.0,2015,mid-sized sedan,"parf car, premium ad car",0,1205.0,90.0,1598.0,2.0,14640.0,66590,742.0,12952.0,99000.0,17804.0,12804.0,20800.0,3,3,10,10,3,1
honda,vezel,2017.0,2017,suv,"parf car, low mileage car, hybrid cars",0,1280.0,112.0,1496.0,2.0,17210.0,53001,682.0,18799.0,68021.0,26059.0,5000.0,53800.0,2,55,1,1,0,31
bmw,x4,2021.0,2021,suv,"parf car, premium ad car",0,1745.0,135.0,1998.0,2.0,28870.0,51900,1210.0,79806.0,50000.0,49273.0,60983.0,220000.0,8,49,14,16,0,1
volkswagen,t-cross,2022.0,2023,suv,"parf car, almost new car, premium ad car",0,1369.0,85.0,999.0,1.0,14070.0,97000,392.0,94377.0,19000.0,22409.0,8373.0,132000.0,11,111,5,11,0,43
honda,vezel,2015.0,2015,suv,"parf car, low mileage car, sgcarmart warranty cars",0,1190.0,96.0,1496.0,1.0,17230.0,55889,682.0,11247.0,75000.0,17670.0,7670.0,25500.0,2,55,10,10,0,26
mercedes-benz,cla200,2019.0,2019,luxury sedan,"parf car, premium ad car",0,1420.0,120.0,1332.0,1.0,21800.0,38602,586.0,51047.0,78000.0,35062.0,41087.0,134800.0,1,112,7,8,1,1
nissan,nv200,2018.0,2018,van,premium ad car,1,1260.0,12.0,1461.0,2.0,10270.0,28501,1048.0,12158.0,100000.0,21101.0,1056.0,43800.0,17,108,0,0,9,15
infiniti,q30,2017.0,2018,suv,parf car,0,1410.0,80.0,1461.0,3.0,13690.0,36810,1048.0,29307.0,191938.0,30434.0,24608.0,61800.0,28,113,1,0,0,0
renault,grand,2019.0,2019,mpv,parf car,0,1540.0,81.0,1461.0,2.0,13430.0,27000,1048.0,27221.0,86000.0,25368.0,17516.0,78800.0,31,114,7,8,2,0
kia,cerato,2017.0,2017,mid-sized sedan,"parf car, direct owner sale",0,1295.0,95.0,1591.0,2.0,15340.0,51106,738.0,24991.0,132000.0,16308.0,16308.0,53800.0,18,37,1,1,3,21
subaru,forester,2018.0,2018,suv,"parf car, premium ad car, low mileage car",0,1591.0,110.0,1995.0,1.0,15650.0,36000,1208.0,24029.0,55920.0,13559.0,13559.0,70000.0,7,72,0,0,0,6
audi,q2,2019.0,2020,suv,"parf car, premium ad car",0,1315.0,85.0,999.0,1.0,15080.0,36534,392.0,41614.0,53514.0,23869.0,25417.0,105800.0,9,32,7,9,0,1
toyota,alphard,2020.0,2020,mpv,parf car,0,2030.0,134.0,2493.0,1.0,28400.0,41510,1792.0,79418.0,68500.0,55673.0,72212.0,208888.0,3,62,9,9,2,0
honda,civic,2009.0,2010,mid-sized sedan,coe car,0,1219.0,103.0,1799.0,3.0,12290.0,20357,1369.0,5466.0,42490.0,25712.0,25712.0,16500.0,2,16,15,19,3,9
toyota,estima,2008.0,2008,mpv,"coe car, low mileage car",0,1730.0,125.0,2362.0,6.0,12950.0,31553,2457.0,13598.0,150000.0,31552.0,20615.0,55800.0,3,39,3,3,2,12
honda,e,2016.0,2017,mpv,"parf car, low mileage car",0,1855.0,129.0,2356.0,2.0,19370.0,51109,1630.0,35638.0,71355.0,33205.0,38487.0,66800.0,2,22,8,1,2,19
toyota,prius,2018.0,2019,mpv,"parf car, hybrid cars",0,1500.0,100.0,1798.0,1.0,18180.0,43102,976.0,37389.0,57000.0,30006.0,24009.0,98800.0,3,115,0,8,2,20
mercedes-benz,cla180,2020.0,2020,stationwagon,"parf car, premium ad car",0,1440.0,96.0,1332.0,2.0,20230.0,37766,586.0,55160.0,50888.0,35908.0,42272.0,146800.0,1,75,9,9,7,1
mercedes-benz,c200,2011.0,2011,luxury sedan,coe car,0,1505.0,135.0,1796.0,4.0,12480.0,47316,1364.0,32538.0,9496.0,42402.0,42402.0,85800.0,1,1,11,7,1,9
volkswagen,passat,2016.0,2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1480.0,132.0,1798.0,2.0,15100.0,56206,976.0,30381.0,73055.0,29724.0,28614.0,49800.0,11,58,8,12,1,6
bmw,216d,2016.0,2016,mpv,parf car,0,1480.0,85.0,1496.0,1.0,14790.0,53334,1082.0,24347.0,4997.0,30775.0,25085.0,41800.0,8,116,8,12,2,0
honda,vezel,2022.0,2022,suv,"parf car, premium ad car",0,1250.0,87.0,1496.0,1.0,15700.0,87235,682.0,77290.0,43000.0,19062.0,5000.0,134888.0,2,55,5,5,0,1
honda,hr-v,2019.0,2019,suv,parf car,0,1200.0,96.0,1496.0,1.0,14910.0,23568,682.0,27180.0,65000.0,22254.0,23156.0,81000.0,2,117,7,8,0,0
volkswagen,sportsvan,2017.0,2018,hatchback,parf car,0,1383.0,92.0,1395.0,2.0,13860.0,32699,624.0,29780.0,114200.0,22344.0,23282.0,68800.0,11,118,1,0,6,0
mercedes-benz,c180,2015.0,2015,luxury sedan,parf car,0,1425.0,115.0,1595.0,3.0,16760.0,62101,740.0,27547.0,108133.0,35294.0,36412.0,38500.0,1,8,10,10,1,0
honda,civic,2008.0,2008,mid-sized sedan,"coe car, premium ad car",0,1240.0,103.0,1799.0,5.0,14150.0,40881,1467.0,15826.0,109014.0,18326.0,18326.0,54800.0,2,16,3,3,3,3
mercedes-benz,cls350,2018.0,2019,luxury sedan,"parf car, consignment car, hybrid cars",0,1765.0,230.0,1991.0,1.0,31060.0,36961,1202.0,103026.0,56666.0,83756.0,122761.0,205000.0,1,119,0,8,1,44
bmw,218i,2021.0,2021,luxury sedan,"parf car, premium ad car",0,1375.0,100.0,1499.0,2.0,17640.0,88000,684.0,97390.0,34000.0,35919.0,42287.0,152800.0,8,120,14,16,1,1
mclaren,Other,2019.0,2020,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",0,1603.0,456.0,3994.0,3.0,101930.0,37989,3940.0,230959.0,27000.0,171342.0,280416.0,725000.0,32,17,7,9,4,45
mini,cooper,2011.0,2011,sports car,coe car,0,1155.0,135.0,1598.0,5.0,10810.0,46482,965.0,34308.0,189600.0,30451.0,30451.0,79800.0,20,42,11,7,4,9
mercedes-benz,amg,2022.0,2024,luxury sedan,"parf car, almost new car, low mileage car, electric cars",0,2385.0,180.0,2291.0,1.0,34680.0,110001,1971.0,180291.0,50.0,81246.0,99988.0,381988.0,1,29,5,18,1,39
hyundai,accent,2019.0,2019,mid-sized sedan,Other,0,1115.0,73.0,1368.0,1.0,11970.0,17001,108.0,15716.0,135210.0,9173.0,9173.0,66800.0,12,63,7,8,3,23
toyota,camry,2006.0,2006,luxury sedan,coe car,0,1540.0,123.0,2362.0,1.0,12050.0,56751,2457.0,13185.0,36346.0,30194.0,33214.0,28000.0,3,121,4,4,1,9
mercedes-benz,coupe,2010.0,2010,sports car,"coe car, premium ad car",0,1575.0,150.0,1796.0,4.0,13540.0,33018,1364.0,15315.0,212000.0,61556.0,61556.0,62800.0,1,122,6,19,4,3
bmw,520i,2019.0,2019,luxury sedan,"parf car, premium ad car",0,1530.0,135.0,1998.0,2.0,21880.0,41805,1210.0,72262.0,110103.0,52437.0,66387.0,150800.0,8,123,7,8,1,1
toyota,rav4,2020.0,2020,suv,"parf car, consignment car",0,1530.0,127.0,1987.0,1.0,19420.0,40989,1198.0,51503.0,71000.0,30048.0,34068.0,140000.0,3,124,9,9,0,41
mini,one,2018.0,2018,hatchback,"parf car, premium ad car, low mileage car",0,1140.0,75.0,1499.0,2.0,17700.0,32699,684.0,24409.0,49999.0,24006.0,15609.0,80800.0,20,106,0,0,6,6
toyota,camry,2020.0,2022,luxury sedan,"parf car, premium ad car, hybrid cars",0,1635.0,160.0,2487.0,1.0,19510.0,95801,1784.0,88212.0,36778.0,32593.0,22631.0,165800.0,3,121,9,5,1,11
audi,a3,2014.0,2014,luxury sedan,"coe car, premium ad car, low mileage car",0,1310.0,90.0,1395.0,3.0,12360.0,42275,686.0,41580.0,91586.0,28028.0,16240.0,60800.0,9,80,13,14,1,2
kia,cerato,2018.0,2019,mid-sized sedan,"parf car, premium ad car",0,1287.0,93.0,1591.0,2.0,13420.0,26659,738.0,26050.0,149753.0,18569.0,18569.0,75000.0,18,37,0,8,3,1
toyota,noah,2023.0,2024,mpv,"parf car, almost new car, low mileage car, hybrid cars",0,1710.0,103.0,1797.0,1.0,19550.0,102001,974.0,110447.0,11.0,33186.0,38461.0,212988.0,3,19,17,18,2,18
nissan,qashqai,2016.0,2016,suv,"parf car, direct owner sale, low mileage car",0,1379.0,106.0,1997.0,3.0,13520.0,46970,1210.0,18258.0,67000.0,19906.0,19906.0,31000.0,17,41,8,12,0,29
toyota,altis,2018.0,2018,mid-sized sedan,parf car,0,1230.0,96.0,1598.0,1.0,14850.0,30209,742.0,27028.0,98488.0,19741.0,19741.0,74800.0,3,3,0,0,3,0
honda,hr-v,2022.0,2022,suv,parf car,0,1254.0,87.0,1498.0,1.0,16590.0,57898,684.0,58988.0,23000.0,18966.0,18966.0,137800.0,2,117,5,5,0,0
mercedes-benz,e200,2015.0,2015,luxury sedan,parf car,0,1655.0,135.0,1991.0,3.0,17900.0,60001,1202.0,44765.0,149645.0,51956.0,65521.0,58800.0,1,11,10,10,1,0
renault,grand,2019.0,2019,mpv,"parf car, consignment car",0,1540.0,81.0,1461.0,2.0,18100.0,27000,1048.0,28387.0,119000.0,26500.0,19100.0,103800.0,31,114,7,8,2,41
honda,city,2018.0,2018,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1096.0,88.0,1497.0,1.0,14150.0,31997,684.0,25611.0,22311.0,17263.0,17263.0,68500.0,2,31,0,0,3,6
mercedes-benz,amg,2015.0,2016,luxury sedan,parf car,0,1655.0,135.0,1991.0,1.0,20290.0,50089,1202.0,43145.0,118000.0,51956.0,65521.0,61555.0,1,29,10,12,1,0
honda,shuttle,2021.0,2021,stationwagon,parf car,0,1130.0,95.0,1496.0,1.0,14230.0,47821,682.0,37434.0,31205.0,19064.0,5000.0,102800.0,2,28,14,16,7,0
bmw,216i,2019.0,2019,hatchback,"parf car, premium ad car",0,1380.0,80.0,1499.0,1.0,15420.0,29159,684.0,37921.0,100922.0,29931.0,33904.0,92000.0,8,30,7,8,6,1
mitsubishi,triton,2011.0,2012,truck,"coe car, premium ad car",1,1900.0,0.0,2477.0,3.0,10290.0,40166,2236.391158215286,29976.0,10247.0,22798.0,22798.0,76800.0,6,125,11,13,5,3
peugeot,3008,2015.0,2015,suv,parf car,0,1423.0,84.0,1560.0,2.0,11790.0,61000,1144.0,13912.0,172000.0,20853.0,11195.0,20588.0,23,126,10,10,0,0
volkswagen,sharan,2018.0,2018,mpv,"parf car, sgcarmart warranty cars",0,1790.0,162.0,1984.0,1.0,18250.0,39000,1194.0,42156.0,72000.0,35354.0,41496.0,91888.0,11,127,0,0,2,14
subaru,forester,2016.0,2016,suv,"parf car, premium ad car",0,1682.0,177.0,1998.0,3.0,14820.0,47604,1210.0,18303.0,167831.0,19146.0,19146.0,33777.0,7,72,8,12,0,1
audi,a5,2010.0,2011,luxury sedan,"coe car, premium ad car, low mileage car",0,1615.0,155.0,1984.0,5.0,13640.0,32914,1672.0,20461.0,113000.0,46434.0,46434.0,84800.0,9,128,6,7,1,2
mitsubishi,outlander,2019.0,2019,suv,"parf car, premium ad car",0,1480.0,110.0,1998.0,1.0,17090.0,34000,1210.0,32188.0,56000.0,20090.0,20126.0,96000.0,6,14,7,8,0,1
toyota,altis,2014.0,2014,mid-sized sedan,"coe car, premium ad car, low mileage car",0,1205.0,90.0,1598.0,1.0,13040.0,39241,816.0,37800.0,98670.0,18544.0,13544.0,62800.0,3,3,13,14,3,2
bmw,Other,2017.0,2017,hatchback,"parf car, low mileage car",0,1485.0,110.0,1995.0,1.0,17120.0,50000,1806.0,36168.0,63388.0,34778.0,30690.0,70888.0,8,17,1,1,6,19
mercedes-benz,amg,2017.0,2017,luxury sedan,"parf car, low mileage car",0,1840.0,295.0,2996.0,3.0,33470.0,47501,2382.0,101043.0,61000.0,89515.0,133127.0,168800.0,1,29,1,1,1,19
infiniti,q50,2016.0,2016,luxury sedan,parf car,0,1644.0,155.0,1991.0,1.0,14910.0,54901,1202.0,34788.0,110000.0,31644.0,36302.0,54800.0,28,129,8,12,1,0
fiat,doblo,2016.0,2016,van,-,0,1500.0,12.0,1598.0,2.0,8000.0,5077,1113.0,910.0,109000.0,19417.0,971.0,14333.0,33,130,8,12,9,7
honda,crossroad,2008.0,2008,suv,"coe car, premium ad car, low mileage car",0,1410.0,103.0,1799.0,4.0,15180.0,38712,1467.0,15294.0,153000.0,18682.0,18682.0,60000.0,2,131,3,3,0,2
toyota,sienta,2019.0,2020,mpv,"parf car, premium ad car, hybrid cars",0,1380.0,73.0,1496.0,1.0,15440.0,38504,682.0,36223.0,40000.0,24639.0,16495.0,103888.0,3,132,7,9,2,11
nissan,cabstar,2016.0,2016,truck,-,1,1780.0,19.0,2953.0,2.0,13740.0,39075,3495.0,8500.0,67172.0,24942.0,1248.0,29888.0,17,35,8,12,5,7
audi,a4,2021.0,2021,luxury sedan,"parf car, premium ad car, hybrid cars",0,1515.0,110.0,1984.0,1.0,18000.0,56100,1194.0,68265.0,131226.0,32787.0,37902.0,146800.0,9,133,14,16,1,11
citroen,c4,2016.0,2016,mpv,"parf car, premium ad car, low mileage car",0,1320.0,121.0,1598.0,1.0,11930.0,46502,742.0,21267.0,76733.0,26348.0,23888.0,32800.0,24,86,8,12,2,6
kia,carens,2006.0,2008,mpv,"coe car, low mileage car",0,1597.0,108.0,1998.0,1.0,11140.0,50168,1815.0,16576.0,161500.0,15736.0,17310.0,36800.0,18,134,4,3,2,12
toyota,noah,2021.0,2022,mpv,"parf car, premium ad car, hybrid cars",0,1610.0,100.0,1797.0,1.0,20810.0,95889,974.0,94370.0,30300.0,32921.0,23090.0,178800.0,3,19,14,5,2,11
honda,shuttle,2016.0,2016,stationwagon,parf car,0,1130.0,97.0,1496.0,3.0,14720.0,51507,682.0,18063.0,107415.0,20013.0,10019.0,39500.0,2,28,8,12,7,0
