make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,price
toyota,toyota-yaris,2021.0,15-sep-2021,suv,"parf car, hybrid cars, sgcarmart warranty cars",0,1190.0,82.0,1490.0,1.0,15610.0,45001,43944.0,118800.0
mercedes-benz,mercedes-benz-e200,2016.0,20-dec-2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1605.0,135.0,1991.0,2.0,25620.0,55501,55605.0,95800.0
honda,honda-jazz,2018.0,08-feb-2019,hatchback,"opc car, parf car, premium ad car, low mileage car",0,1052.0,73.0,1318.0,2.0,13100.0,16798,11730.0,63777.0
toyota,toyota-corolla,2020.0,09-jul-2020,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1315.0,96.0,1598.0,1.0,14960.0,33520,36493.0,98800.0
porsche,porsche-cayenne,2011.0,10-aug-2011,suv,"coe car, premium ad car",0,2105.0,220.0,3598.0,3.0,18760.0,47316,32538.0,128998.0
mazda,mazda-2,2018.0,24-dec-2019,suv,"parf car, low mileage car",0,1290.0,115.0,1998.0,2.0,13910.0,36000,36392.0,87888.0
jaguar,jaguar-xe,2016.0,31-may-2017,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1574.0,132.0,1999.0,3.0,15580.0,53001,35748.0,62800.0
honda,honda-civic,2018.0,03-apr-2018,mid-sized sedan,"parf car, premium ad car",0,1249.0,92.0,1597.0,1.0,14530.0,41400,27906.0,62800.0
bmw,bmw-535i,2011.0,27-sep-2011,luxury sedan,coe car,0,1775.0,225.0,2979.0,6.0,13340.0,38216,23725.0,82800.0
honda,honda-accord,2007.0,10-feb-2007,sports car,"coe car, direct owner sale",1,1390.0,162.0,1998.0,2.0,23290.0,52077,13825.0,61888.0
opel,opel-insignia,2019.0,25-feb-2019,luxury sedan,parf car,0,1492.0,100.0,1598.0,1.0,13950.0,32200,35083.0,79800.0
mercedes-benz,mercedes-benz-amg,2018.0,13-sep-2019,luxury sedan,"parf car, hybrid cars",0,1505.0,145.0,1497.0,2.0,22160.0,39400,57112.0,141800.0
volkswagen,volkswagen-golf,2010.0,11-jan-2011,hatchback,coe car,0,1241.0,90.0,1390.0,2.0,18400.0,16570,4286.0,23800.0
bmw,bmw-m140i,2017.0,21-jun-2017,hatchback,"parf car, premium ad car, low mileage car",0,1475.0,250.0,2998.0,2.0,34230.0,55000,41471.0,118800.0
bmw,bmw-i4,2023.0,28-dec-2023,luxury sedan,"parf car, almost new car, low mileage car, electric cars",0,1990.0,210.0,2136.0,1.0,25740.0,125011,129004.0,262800.0
mercedes-benz,mercedes-benz-maybach,2022.0,08-aug-2022,suv,"parf car, low mileage car, hybrid cars",0,2710.0,426.0,3982.0,1.0,81000.0,98389,391918.0,868000.0
land rover,land rover-range,2017.0,13-jun-2017,suv,parf car,0,1720.0,177.0,1999.0,2.0,22610.0,50110,61994.0,106800.0
bmw,bmw-x4,2018.0,26-nov-2018,suv,"parf car, premium ad car",0,1720.0,135.0,1998.0,2.0,26120.0,32302,52956.0,141800.0
citroen,citroen-e-berlingo,2023.0,04-jul-2024,van,"almost new car, premium ad car, electric cars",0,1760.0,12.0,1840.0,1.0,10410.0,27729,22183.0,103800.0
audi,audi-q3,2020.0,28-oct-2020,suv,"parf car, premium ad car",0,1545.0,110.0,1395.0,2.0,20290.0,40990,49399.0,144800.0
mitsubishi,mitsubishi-lancer,2008.0,29-may-2008,mid-sized sedan,"coe car, premium ad car",1,1162.0,79.0,1584.0,6.0,14920.0,38192,14283.0,55800.0
bmw,bmw-x1,2022.0,22-aug-2022,suv,"parf car, premium ad car",0,1435.0,100.0,1499.0,1.0,18980.0,112001,124727.0,177500.0
honda,honda-fit,2021.0,29-jul-2022,hatchback,"parf car, low mileage car, sgcarmart warranty cars",0,1070.0,72.0,1317.0,1.0,12600.0,78899,66869.0,103800.0
mini,mini-one,2021.0,10-jun-2022,hatchback,"parf car, premium ad car",0,1180.0,75.0,1499.0,1.0,17270.0,73801,70970.0,146000.0
honda,honda-civic,2017.0,11-may-2017,mid-sized sedan,"parf car, consignment car",0,1324.0,127.0,1498.0,4.0,19220.0,53300,30157.0,66800.0
toyota,toyota-hiace,2020.0,21-sep-2020,van,-,0,1680.0,0.0,2982.0,1.0,12560.0,26644,16286.0,76800.0
mercedes-benz,mercedes-benz-e250,2015.0,16-may-2016,luxury sedan,"parf car, premium ad car",0,1680.0,155.0,1991.0,2.0,20070.0,49602,46497.0,70800.0
nissan,nissan-nv200,2015.0,15-dec-2015,van,-,1,1260.0,12.0,1461.0,4.0,12540.0,35044,5252.0,18800.0
mercedes-benz,mercedes-benz-slk200,2011.0,06-jan-2012,sports car,"coe car, direct owner sale, low mileage car",0,1470.0,135.0,1796.0,6.0,13130.0,60586,44717.0,96888.0
nissan,nissan-note,2019.0,30-sep-2019,hatchback,"parf car, premium ad car",0,1048.0,58.0,1198.0,1.0,12320.0,31759,20065.0,65800.0
tesla,tesla-model,2023.0,09-may-2023,luxury sedan,"parf car, direct owner sale, electric cars",0,1760.0,208.0,2136.0,1.0,19320.0,120889,128519.0,185889.0
mercedes-benz,mercedes-benz-b180,2015.0,04-jun-2015,hatchback,parf car,0,1425.0,90.0,1595.0,3.0,15700.0,64700,14872.0,23800.0
toyota,toyota-altis,2010.0,31-may-2010,mid-sized sedan,coe car,0,1195.0,80.0,1598.0,4.0,10540.0,32875,19590.0,62800.0
mercedes-benz,mercedes-benz-e200,2021.0,28-oct-2021,luxury sedan,"parf car, low mileage car",0,1685.0,145.0,1991.0,1.0,25180.0,68310,101697.0,219800.0
mitsubishi,mitsubishi-lancer,2015.0,16-nov-2015,mid-sized sedan,parf car,0,1289.0,86.0,1590.0,3.0,13320.0,57301,13810.0,22800.0
toyota,toyota-altis,2015.0,10-jun-2015,mid-sized sedan,"parf car, premium ad car",0,1205.0,90.0,1598.0,2.0,14640.0,66590,12952.0,20800.0
honda,honda-vezel,2017.0,09-jun-2017,suv,"parf car, low mileage car, hybrid cars",0,1280.0,112.0,1496.0,2.0,17210.0,53001,18799.0,53800.0
bmw,bmw-x4,2021.0,26-mar-2021,suv,"parf car, premium ad car",0,1745.0,135.0,1998.0,2.0,28870.0,51900,79806.0,220000.0
mercedes-benz,mercedes-benz-c180,2022.0,29-nov-2022,luxury sedan,"parf car, hybrid cars",0,1550.0,140.0,1496.0,1.0,22360.0,113299,125302.0,208800.0
volkswagen,volkswagen-t-cross,2022.0,14-jul-2023,suv,"parf car, almost new car, premium ad car",0,1369.0,85.0,999.0,1.0,14070.0,97000,94377.0,132000.0
honda,honda-vezel,2015.0,18-sep-2015,suv,"parf car, low mileage car, sgcarmart warranty cars",0,1190.0,96.0,1496.0,1.0,17230.0,55889,11247.0,25500.0
mercedes-benz,mercedes-benz-cla200,2019.0,07-nov-2019,luxury sedan,"parf car, premium ad car",0,1420.0,120.0,1332.0,1.0,21800.0,38602,51047.0,134800.0
nissan,nissan-nv200,2018.0,16-nov-2018,van,premium ad car,1,1260.0,12.0,1461.0,2.0,10270.0,28501,12158.0,43800.0
infiniti,infiniti-q30,2017.0,26-feb-2018,suv,parf car,0,1410.0,80.0,1461.0,3.0,13690.0,36810,29307.0,61800.0
renault,renault-grand,2019.0,02-sep-2019,mpv,parf car,0,1540.0,81.0,1461.0,2.0,13430.0,27000,27221.0,78800.0
kia,kia-cerato,2017.0,07-jun-2017,mid-sized sedan,"parf car, direct owner sale",0,1295.0,95.0,1591.0,2.0,15340.0,51106,24991.0,53800.0
subaru,subaru-forester,2018.0,29-jun-2018,suv,"parf car, premium ad car, low mileage car",0,1591.0,110.0,1995.0,1.0,15650.0,36000,24029.0,70000.0
audi,audi-q2,2019.0,13-oct-2020,suv,"parf car, premium ad car",0,1315.0,85.0,999.0,1.0,15080.0,36534,41614.0,105800.0
toyota,toyota-alphard,2020.0,11-sep-2020,mpv,parf car,0,2030.0,134.0,2493.0,1.0,28400.0,41510,79418.0,208888.0
honda,honda-civic,2009.0,15-dec-2010,mid-sized sedan,coe car,0,1219.0,103.0,1799.0,3.0,12290.0,20357,5466.0,16500.0
toyota,toyota-estima,2008.0,02-dec-2008,mpv,"coe car, low mileage car",0,1730.0,125.0,2362.0,6.0,12950.0,31553,13598.0,55800.0
honda,honda-e,2016.0,25-jan-2017,mpv,"parf car, low mileage car",0,1855.0,129.0,2356.0,2.0,19370.0,51109,35638.0,66800.0
toyota,toyota-prius,2018.0,24-apr-2019,mpv,"parf car, hybrid cars",0,1500.0,100.0,1798.0,1.0,18180.0,43102,37389.0,98800.0
mercedes-benz,mercedes-benz-cla180,2020.0,27-oct-2020,stationwagon,"parf car, premium ad car",0,1440.0,96.0,1332.0,2.0,20230.0,37766,55160.0,146800.0
mercedes-benz,mercedes-benz-c200,2011.0,10-may-2011,luxury sedan,coe car,0,1505.0,135.0,1796.0,4.0,12480.0,47316,32538.0,85800.0
volkswagen,volkswagen-passat,2016.0,21-nov-2016,luxury sedan,"parf car, premium ad car, low mileage car",0,1480.0,132.0,1798.0,2.0,15100.0,56206,30381.0,49800.0
bmw,bmw-216d,2016.0,25-aug-2016,mpv,parf car,0,1480.0,85.0,1496.0,1.0,14790.0,53334,24347.0,41800.0
honda,honda-vezel,2022.0,18-nov-2022,suv,"parf car, premium ad car",0,1250.0,87.0,1496.0,1.0,15700.0,87235,77290.0,134888.0
honda,honda-hr-v,2019.0,11-mar-2019,suv,parf car,0,1200.0,96.0,1496.0,1.0,14910.0,23568,27180.0,81000.0
volkswagen,volkswagen-sportsvan,2017.0,30-jul-2018,hatchback,parf car,0,1383.0,92.0,1395.0,2.0,13860.0,32699,29780.0,68800.0
mercedes-benz,mercedes-benz-c180,2015.0,18-nov-2015,luxury sedan,parf car,0,1425.0,115.0,1595.0,3.0,16760.0,62101,27547.0,38500.0
honda,honda-civic,2008.0,29-apr-2008,mid-sized sedan,"coe car, premium ad car",0,1240.0,103.0,1799.0,5.0,14150.0,40881,15826.0,54800.0
mercedes-benz,mercedes-benz-cls350,2018.0,17-apr-2019,luxury sedan,"parf car, consignment car, hybrid cars",0,1765.0,230.0,1991.0,1.0,31060.0,36961,103026.0,205000.0
bmw,bmw-218i,2021.0,30-nov-2021,luxury sedan,"parf car, premium ad car",0,1375.0,100.0,1499.0,2.0,17640.0,88000,97390.0,152800.0
mclaren,mclaren-gt,2019.0,11-mar-2020,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",0,1603.0,456.0,3994.0,3.0,101930.0,37989,230959.0,725000.0
mini,mini-cooper,2011.0,09-dec-2011,sports car,coe car,0,1155.0,135.0,1598.0,5.0,10810.0,46482,34308.0,79800.0
morris,morris-minor,1959.0,06-may-1959,others,"coe car, direct owner sale, rare & exotic, vintage cars",1,830.0,27.0,948.0,6.0,9940.0,5057,3817.0,75000.0
mercedes-benz,mercedes-benz-amg,2022.0,09-jan-2024,luxury sedan,"parf car, almost new car, low mileage car, electric cars",0,2385.0,180.0,2291.0,1.0,34680.0,110001,180291.0,381988.0
hyundai,hyundai-accent,2019.0,22-oct-2019,mid-sized sedan,"opc car, parf car, premium ad car, sgcarmart warranty cars",0,1115.0,73.0,1368.0,1.0,11970.0,17001,15716.0,66800.0
toyota,toyota-camry,2006.0,12-oct-2006,luxury sedan,coe car,0,1540.0,123.0,2362.0,1.0,12050.0,56751,13185.0,28000.0
mercedes-benz,mercedes-benz-coupe,2010.0,11-aug-2010,sports car,"coe car, premium ad car",0,1575.0,150.0,1796.0,4.0,13540.0,33018,15315.0,62800.0
bmw,bmw-520i,2019.0,29-oct-2019,luxury sedan,"parf car, premium ad car",0,1530.0,135.0,1998.0,2.0,21880.0,41805,72262.0,150800.0
toyota,toyota-rav4,2020.0,14-oct-2020,suv,"parf car, consignment car",0,1530.0,127.0,1987.0,1.0,19420.0,40989,51503.0,140000.0
mini,mini-one,2018.0,30-jul-2018,hatchback,"parf car, premium ad car, low mileage car",0,1140.0,75.0,1499.0,2.0,17700.0,32699,24409.0,80800.0
toyota,toyota-camry,2020.0,14-jun-2022,luxury sedan,"parf car, premium ad car, hybrid cars",0,1635.0,160.0,2487.0,1.0,19510.0,95801,88212.0,165800.0
audi,audi-a3,2014.0,15-may-2014,luxury sedan,"coe car, premium ad car, low mileage car",0,1310.0,90.0,1395.0,3.0,12360.0,42275,41580.0,60800.0
kia,kia-cerato,2018.0,08-may-2019,mid-sized sedan,"parf car, premium ad car",0,1287.0,93.0,1591.0,2.0,13420.0,26659,26050.0,75000.0
toyota,toyota-noah,2023.0,08-jul-2024,mpv,"parf car, almost new car, low mileage car, hybrid cars",0,1710.0,103.0,1797.0,1.0,19550.0,102001,110447.0,212988.0
nissan,nissan-qashqai,2016.0,09-mar-2016,suv,"parf car, direct owner sale, low mileage car",0,1379.0,106.0,1997.0,3.0,13520.0,46970,18258.0,31000.0
toyota,toyota-altis,2018.0,29-oct-2018,mid-sized sedan,parf car,0,1230.0,96.0,1598.0,1.0,14850.0,30209,27028.0,74800.0
honda,honda-hr-v,2022.0,08-mar-2022,suv,parf car,0,1254.0,87.0,1498.0,1.0,16590.0,57898,58988.0,137800.0
mercedes-benz,mercedes-benz-e200,2015.0,29-dec-2015,luxury sedan,parf car,0,1655.0,135.0,1991.0,3.0,17900.0,60001,44765.0,58800.0
renault,renault-grand,2019.0,30-aug-2019,mpv,"parf car, consignment car",0,1540.0,81.0,1461.0,2.0,18100.0,27000,28387.0,103800.0
honda,honda-city,2018.0,06-sep-2018,mid-sized sedan,"parf car, premium ad car, low mileage car",0,1096.0,88.0,1497.0,1.0,14150.0,31997,25611.0,68500.0
mercedes-benz,mercedes-benz-amg,2015.0,02-feb-2016,luxury sedan,parf car,0,1655.0,135.0,1991.0,1.0,20290.0,50089,43145.0,61555.0
honda,honda-shuttle,2021.0,01-jul-2021,stationwagon,parf car,0,1130.0,95.0,1496.0,1.0,14230.0,47821,37434.0,102800.0
bmw,bmw-216i,2019.0,26-apr-2019,hatchback,"parf car, premium ad car",0,1380.0,80.0,1499.0,1.0,15420.0,29159,37921.0,92000.0
mitsubishi,mitsubishi-triton,2011.0,30-apr-2012,truck,"coe car, premium ad car",1,1900.0,0.0,2477.0,3.0,10290.0,40166,29976.0,76800.0
byd,byd-e6,2019.0,22-mar-2022,hatchback,"parf car, electric cars",0,2420.0,90.0,1422.0,1.0,12710.0,68501,52155.0,96800.0
toyota,toyota-harrier,2021.0,21-jul-2023,suv,"parf car, almost new car, low mileage car, hybrid cars",0,1620.0,160.0,2487.0,1.0,20890.0,113034,125231.0,205000.0
peugeot,peugeot-3008,2015.0,23-sep-2015,suv,parf car,0,1423.0,84.0,1560.0,2.0,11790.0,61000,13912.0,20588.0
volkswagen,volkswagen-sharan,2018.0,09-may-2018,mpv,"parf car, sgcarmart warranty cars",0,1790.0,162.0,1984.0,1.0,18250.0,39000,42156.0,91888.0
subaru,subaru-forester,2016.0,31-mar-2016,suv,"parf car, premium ad car",0,1682.0,177.0,1998.0,3.0,14820.0,47604,18303.0,33777.0
audi,audi-a5,2010.0,03-jan-2011,luxury sedan,"coe car, premium ad car, low mileage car",0,1615.0,155.0,1984.0,5.0,13640.0,32914,20461.0,84800.0
mitsubishi,mitsubishi-outlander,2019.0,25-jul-2019,suv,"parf car, premium ad car",0,1480.0,110.0,1998.0,1.0,17090.0,34000,32188.0,96000.0
toyota,toyota-altis,2014.0,09-apr-2014,mid-sized sedan,"coe car, premium ad car, low mileage car",0,1205.0,90.0,1598.0,1.0,13040.0,39241,37800.0,62800.0
bmw,bmw-218d,2017.0,12-sep-2017,hatchback,"parf car, low mileage car",0,1485.0,110.0,1995.0,1.0,17120.0,50000,36168.0,70888.0
mercedes-benz,mercedes-benz-amg,2017.0,06-jul-2017,luxury sedan,"parf car, low mileage car",0,1840.0,295.0,2996.0,3.0,33470.0,47501,101043.0,168800.0
infiniti,infiniti-q50,2016.0,30-nov-2016,luxury sedan,parf car,0,1644.0,155.0,1991.0,1.0,14910.0,54901,34788.0,54800.0
fiat,fiat-doblo,2016.0,03-jun-2016,van,-,0,1500.0,12.0,1598.0,2.0,8000.0,5077,910.0,14333.0
honda,honda-crossroad,2008.0,28-may-2008,suv,"coe car, premium ad car, low mileage car",0,1410.0,103.0,1799.0,4.0,15180.0,38712,15294.0,60000.0
toyota,toyota-sienta,2019.0,24-sep-2020,mpv,"parf car, premium ad car, hybrid cars",0,1380.0,73.0,1496.0,1.0,15440.0,38504,36223.0,103888.0
nissan,nissan-cabstar,2016.0,19-aug-2016,truck,-,1,1780.0,19.0,2953.0,2.0,13740.0,39075,8500.0,29888.0
audi,audi-a4,2021.0,21-jul-2021,luxury sedan,"parf car, premium ad car, hybrid cars",0,1515.0,110.0,1984.0,1.0,18000.0,56100,68265.0,146800.0
citroen,citroen-c4,2016.0,15-apr-2016,mpv,"parf car, premium ad car, low mileage car",0,1320.0,121.0,1598.0,1.0,11930.0,46502,21267.0,32800.0
kia,kia-carens,2006.0,30-apr-2008,mpv,"coe car, low mileage car",0,1597.0,108.0,1998.0,1.0,11140.0,50168,16576.0,36800.0
toyota,toyota-noah,2021.0,27-jun-2022,mpv,"parf car, premium ad car, hybrid cars",0,1610.0,100.0,1797.0,1.0,20810.0,95889,94370.0,178800.0
honda,honda-shuttle,2016.0,18-oct-2016,stationwagon,parf car,0,1130.0,97.0,1496.0,3.0,14720.0,51507,18063.0,39500.0
audi,audi-a3,2019.0,18-apr-2019,luxury sedan,parf car,0,1280.0,85.0,999.0,1.0,14750.0,33199,33372.0,83800.0
toyota,toyota-estima,2009.0,11-oct-2010,mpv,coe car,0,1730.0,125.0,2362.0,6.0,16010.0,34935,21995.0,100800.0
bmw,bmw-520i,2011.0,17-jan-2012,luxury sedan,coe car,0,1685.0,135.0,1997.0,3.0,14700.0,47316,32149.0,99900.0
bmw,bmw-318ci,2000.0,15-may-2000,sports car,"coe car, premium ad car",0,1562.0,245.0,1895.0,6.0,13820.0,33018,15261.0,63888.0
honda,honda-hr-v,2020.0,22-jul-2020,suv,"parf car, premium ad car",0,1200.0,96.0,1496.0,1.0,14220.0,33520,38378.0,98777.0
mercedes-benz,mercedes-benz-e200,2016.0,26-mar-2018,luxury sedan,"parf car, direct owner sale",0,1605.0,135.0,1991.0,5.0,22520.0,39903,55161.0,112888.0
chevrolet,chevrolet-orlando,2016.0,31-may-2016,mpv,parf car,0,1650.0,103.0,1362.0,1.0,12810.0,49501,18589.0,33200.0
honda,honda-vezel,2016.0,17-jan-2017,suv,"parf car, premium ad car",0,1190.0,96.0,1496.0,2.0,14930.0,50951,18848.0,42500.0
toyota,toyota-dyna,2022.0,31-oct-2022,truck,premium ad car,1,1800.0,19.0,2755.0,1.0,12270.0,47365,37892.0,101800.0
honda,honda-civic,2020.0,06-apr-2020,mid-sized sedan,parf car,0,1237.0,92.0,1597.0,1.0,14800.0,31210,32470.0,92800.0
toyota,toyota-harrier,2017.0,15-sep-2017,suv,parf car,0,1695.0,170.0,1998.0,1.0,20460.0,49802,41293.0,85800.0
bmw,bmw-125i,2008.0,02-sep-2008,sports car,"coe car, low mileage car",0,1430.0,160.0,2996.0,1.0,15430.0,33377,13799.0,63800.0
mini,mini-cooper,2008.0,21-aug-2008,sports car,coe car,0,1155.0,128.0,1598.0,5.0,10760.0,34197,14307.0,45000.0
mazda,mazda-2,2017.0,23-aug-2017,mpv,parf car,0,1532.0,111.0,1998.0,1.0,13870.0,50110,26583.0,50800.0
toyota,toyota-hiace,2021.0,22-oct-2021,van,premium ad car,0,1680.0,0.0,1998.0,2.0,10420.0,31968,23245.0,75800.0
mercedes-benz,mercedes-benz-190,1991.0,04-nov-1991,luxury sedan,"coe car, consignment car, low mileage car",0,1180.0,72.0,1797.0,6.0,14620.0,33018,15559.0,68888.0
toyota,toyota-hiace,2020.0,12-oct-2020,bus/mini bus,premium ad car,0,1940.0,0.0,2754.0,1.0,14830.0,27248,17237.0,93800.0
bmw,bmw-x4,2016.0,28-oct-2016,suv,"parf car, premium ad car, sgcarmart warranty cars",0,1735.0,135.0,1997.0,2.0,24880.0,55201,43492.0,84300.0
honda,honda-jazz,2020.0,25-mar-2020,hatchback,"parf car, premium ad car",0,1052.0,73.0,1318.0,2.0,13610.0,35010,24968.0,81800.0
mercedes-benz,mercedes-benz-c180,2016.0,28-jun-2016,luxury sedan,"parf car, direct owner sale",0,1425.0,115.0,1595.0,2.0,20970.0,56000,33732.0,61250.0
hyundai,hyundai-avante,2009.0,10-jun-2009,mid-sized sedan,"coe car, premium ad car",0,1264.0,89.0,1591.0,4.0,9870.0,25525,11839.0,45800.0
bmw,bmw-316i,2014.0,30-apr-2015,luxury sedan,"parf car, premium ad car",0,1405.0,100.0,1598.0,2.0,31570.0,79500,15269.0,30800.0
mercedes-benz,mercedes-benz-c180,2009.0,09-apr-2010,luxury sedan,"coe car, sgcarmart warranty cars",0,1495.0,115.0,1796.0,3.0,13200.0,33568,19525.0,76777.0
hyundai,hyundai-elantra,2016.0,18-feb-2017,mid-sized sedan,parf car,0,1345.0,93.0,1591.0,2.0,13100.0,48401,20343.0,39800.0
volvo,volvo-xc90,2006.0,31-jan-2007,suv,"coe car, direct owner sale",0,1997.0,154.0,2521.0,3.0,17640.0,48479,9895.0,36000.0
ferrari,ferrari-california,2014.0,06-jan-2015,sports car,"parf car, low mileage car",0,1770.0,412.0,3855.0,4.0,514250.0,74389,203330.0,488000.0
mercedes-benz,mercedes-benz-c180,2008.0,12-mar-2009,luxury sedan,"coe car, low mileage car",0,1485.0,115.0,1796.0,5.0,11160.0,31335,14260.0,50800.0
toyota,toyota-hiace,2015.0,26-jun-2015,bus/mini bus,-,0,2140.0,0.0,2982.0,2.0,29610.0,50502,4400.0,25800.0
honda,honda-fit,2018.0,26-jun-2018,hatchback,parf car,0,1030.0,73.0,1317.0,2.0,14930.0,36426,18293.0,62800.0
honda,honda-vezel,2021.0,13-oct-2022,suv,"parf car, premium ad car, low mileage car",0,1250.0,87.0,1496.0,1.0,15100.0,72996,66546.0,129998.0
nissan,nissan-qashqai,2015.0,26-jan-2016,suv,parf car,0,1285.0,85.0,1197.0,2.0,11510.0,41003,13376.0,23500.0
iveco,iveco-mll190el25,2016.0,28-dec-2017,truck,-,0,8740.0,0.0,5880.0,1.0,14430.0,57701,19919.0,49800.0
mitsubishi,mitsubishi-triton,2015.0,30-oct-2015,truck,-,0,1800.0,0.0,2477.0,2.0,17340.0,49302,6767.0,23800.0
mitsubishi,mitsubishi-fuso,2008.0,22-dec-2010,truck,"coe car, premium ad car",1,10980.0,0.0,12882.0,4.0,18490.0,25455,16242.0,118000.0
toyota,toyota-hiace,2019.0,11-mar-2021,bus/mini bus,premium ad car,0,2180.0,0.0,2754.0,1.0,16840.0,40890,26909.0,110800.0
volkswagen,volkswagen-golf,2020.0,23-nov-2020,hatchback,"parf car, premium ad car",0,1270.0,92.0,1395.0,1.0,14910.0,37690,38947.0,104800.0
bmw,bmw-520i,2019.0,27-dec-2019,luxury sedan,parf car,0,1540.0,135.0,1998.0,1.0,23230.0,40101,69993.0,158800.0
bmw,bmw-218i,2015.0,25-jul-2016,mpv,"parf car, premium ad car",0,1395.0,100.0,1499.0,4.0,18900.0,56089,24065.0,48800.0
skoda,skoda-superb,2020.0,26-nov-2020,luxury sedan,"parf car, premium ad car",0,1535.0,140.0,1984.0,1.0,16980.0,41101,54244.0,128000.0
bmw,bmw-530i,2017.0,27-oct-2017,luxury sedan,parf car,0,1540.0,185.0,1998.0,1.0,25520.0,49996,58226.0,117777.0
mazda,mazda-2,2019.0,04-nov-2020,luxury sedan,"parf car, premium ad car",0,1514.0,121.0,1998.0,2.0,15700.0,40301,41771.0,111000.0
bmw,bmw-316i,2013.0,23-sep-2013,luxury sedan,coe car,0,1405.0,100.0,1598.0,1.0,15340.0,48826,41763.0,65600.0
volvo,volvo-s60,2017.0,28-jul-2017,luxury sedan,"parf car, premium ad car, low mileage car",0,1589.0,90.0,1498.0,3.0,13220.0,44002,31674.0,55000.0
toyota,toyota-hiace,2019.0,06-sep-2019,van,premium ad car,0,1840.0,0.0,2754.0,2.0,17180.0,25502,13331.0,89800.0
bmw,bmw-435i,2015.0,30-sep-2015,sports car,"parf car, direct owner sale",0,1525.0,225.0,2979.0,3.0,37750.0,60001,46966.0,78800.0
hyundai,hyundai-sonata,2014.0,24-apr-2015,luxury sedan,parf car,0,1460.0,113.0,1999.0,2.0,15100.0,76612,18641.0,24998.0
bmw,bmw-320,2020.0,20-oct-2020,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",0,1460.0,135.0,1998.0,1.0,19840.0,40690,69682.0,153800.0
porsche,porsche-panamera,2011.0,22-dec-2011,sports car,"coe car, premium ad car, low mileage car",0,1760.0,300.0,3605.0,6.0,18130.0,60586,43771.0,131000.0
bmw,bmw-118i,2011.0,24-nov-2011,hatchback,"coe car, premium ad car, low mileage car",0,1315.0,125.0,1598.0,4.0,11900.0,46896,32622.0,82800.0
toyota,toyota-c-hr,2017.0,26-may-2017,suv,"parf car, hybrid cars",0,1440.0,90.0,1797.0,1.0,15940.0,53001,19245.0,48988.0
mazda,mazda-2,2019.0,31-may-2019,luxury sedan,"parf car, premium ad car",0,1515.0,121.0,1998.0,2.0,14820.0,48209,39408.0,82800.0
bmw,bmw-216d,2015.0,23-dec-2015,mpv,parf car,0,1480.0,85.0,1496.0,2.0,16050.0,56989,21736.0,35388.0
toyota,toyota-sienta,2016.0,11-aug-2016,mpv,"parf car, premium ad car, hybrid cars",0,1380.0,73.0,1496.0,1.0,20570.0,52301,14263.0,46800.0
honda,honda-odyssey,2018.0,20-nov-2018,mpv,"parf car, premium ad car, hybrid cars",0,1880.0,158.0,1993.0,2.0,22920.0,32000,47934.0,125800.0
volkswagen,volkswagen-passat,2016.0,29-sep-2017,luxury sedan,"parf car, premium ad car",0,1480.0,132.0,1798.0,1.0,14470.0,49189,35539.0,60800.0
tesla,tesla-model,2022.0,09-dec-2022,suv,"parf car, premium ad car, electric cars",0,1909.0,220.0,1911.0,1.0,19820.0,105501,124609.0,190800.0
audi,audi-a3,2018.0,14-sep-2018,hatchback,parf car,0,1315.0,110.0,1395.0,1.0,16200.0,32001,33102.0,82800.0
mercedes-benz,mercedes-benz-amg,2023.0,28-dec-2023,luxury sedan,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",0,1650.0,165.0,1496.0,1.0,22860.0,130100,162747.0,243800.0
suzuki,suzuki-swift,2012.0,07-may-2012,hatchback,"coe car, consignment car",1,1070.0,100.0,1586.0,2.0,11530.0,56670,43706.0,88888.0
